source,north,east,west,south,ne,all_india,total_generation,%_north,%_east,%_west,%_south,%_ne,gen_x-1,gen_x-7,gen_x-30,ma_x-7,ma_x-30,date,date,year,month,day,dayofweek,is_weekend
"Gas, Naptha & Diesel",57.0,0.0,85.0,16.0,26.0,183,184.0,31.147540983606557,0.0,46.44808743169399,8.743169398907105,14.207650273224044,107.0,3685.0,529.0,549.4285714285714,969.0,2020-06-12,2020-06-12,2020,6,12,4,0
"RES (Wind, Solar, Biomass & Others)",79.0,5.0,77.0,263.0,0.0,424,424.0,18.632075471698112,1.179245283018868,18.160377358490564,62.02830188679245,0.0,183.0,430.0,149.0,548.5714285714286,978.1666666666666,2020-06-12,2020-06-12,2020,6,12,4,0
Total,1038.0,560.0,1272.0,742.0,53.0,3665,3665.0,28.321964529331517,15.279672578444748,34.706684856753064,20.245566166439293,1.446111869031378,424.0,175.0,457.0,1047.142857142857,1085.1,2020-06-12,2020-06-12,2020,6,12,4,0
Coal,502.0,419.0,1003.0,313.0,9.0,2246,2246.0,22.350845948352628,18.65538735529831,44.657168299198574,13.935886019590383,0.4007123775601068,3665.0,2283.0,111.0,1041.857142857143,1156.2666666666667,2020-06-13,2020-06-13,2020,6,13,5,1
Hydro,357.0,124.0,36.0,71.0,22.0,610,610.0,58.524590163934434,20.327868852459016,5.901639344262295,11.639344262295081,3.606557377049181,2246.0,83.0,3300.0,1117.142857142857,1066.6,2020-06-13,2020-06-13,2020,6,13,5,1
Nuclear,27.0,0.0,36.0,47.0,0.0,110,110.0,24.545454545454547,0.0,32.72727272727273,42.72727272727273,0.0,610.0,585.0,2138.0,1049.2857142857142,999.0,2020-06-13,2020-06-13,2020,6,13,5,1
Total,1042.0,548.0,1224.0,760.0,59.0,3633,3633.0,28.68153041563446,15.083952656206993,33.691164327002475,20.919350399119185,1.6240022020368843,110.0,107.0,81.0,1553.0,1117.4,2020-06-13,2020-06-13,2020,6,13,5,1
"RES (Wind, Solar, Biomass & Others)",73.0,5.0,64.0,278.0,0.0,420,420.0,17.38095238095238,1.1904761904761905,15.238095238095239,66.19047619047619,0.0,3633.0,183.0,587.0,1586.857142857143,1111.8333333333333,2020-06-13,2020-06-13,2020,6,13,5,1
Lignite,26.0,0.0,13.0,36.0,0.0,76,75.0,34.21052631578947,0.0,17.105263157894736,47.368421052631575,0.0,420.0,424.0,111.0,1537.142857142857,1110.6666666666667,2020-06-13,2020-06-13,2020,6,13,5,1
"Gas, Naptha & Diesel",56.0,0.0,71.0,16.0,27.0,171,170.0,32.748538011695906,0.0,41.52046783625731,9.35672514619883,15.789473684210526,76.0,3665.0,145.0,1038.0,1111.5333333333333,2020-06-13,2020-06-13,2020,6,13,5,1
Hydro,362.0,125.0,37.0,56.0,18.0,598,598.0,60.535117056856194,20.903010033444815,6.187290969899665,9.364548494983277,3.0100334448160537,171.0,2246.0,461.0,802.5714285714286,1116.1,2020-06-14,2020-06-14,2020,6,14,6,1
Total,1037.0,515.0,1191.0,752.0,55.0,3550,3550.0,29.2112676056338,14.507042253521126,33.54929577464789,21.183098591549296,1.5492957746478873,598.0,610.0,3523.0,1222.5714285714287,1117.0,2020-06-14,2020-06-14,2020,6,14,6,1
"RES (Wind, Solar, Biomass & Others)",62.0,5.0,75.0,302.0,0.0,444,444.0,13.963963963963963,1.1261261261261262,16.89189189189189,68.01801801801803,0.0,3550.0,110.0,80.0,1270.2857142857142,1129.1333333333334,2020-06-14,2020-06-14,2020,6,14,6,1
"Gas, Naptha & Diesel",54.0,0.0,71.0,16.0,28.0,169,169.0,31.952662721893493,0.0,42.01183431952663,9.467455621301776,16.56804733727811,444.0,3633.0,2262.0,775.4285714285714,1059.3666666666666,2020-06-14,2020-06-14,2020,6,14,6,1
Lignite,26.0,0.0,13.0,36.0,0.0,75,75.0,34.66666666666667,0.0,17.333333333333336,48.0,0.0,169.0,420.0,458.0,726.1428571428571,1046.6,2020-06-14,2020-06-14,2020,6,14,6,1
Coal,505.0,386.0,959.0,294.0,10.0,2154,2154.0,23.444753946146704,17.920148560817083,44.52181987000928,13.649025069637883,0.4642525533890436,75.0,76.0,3698.0,1023.0,995.1333333333333,2020-06-14,2020-06-14,2020,6,14,6,1
Nuclear,27.0,0.0,36.0,47.0,0.0,110,110.0,24.545454545454547,0.0,32.72727272727273,42.72727272727273,0.0,2154.0,171.0,164.0,1014.2857142857143,993.3333333333334,2020-06-14,2020-06-14,2020,6,14,6,1
Total,1111.0,536.0,1273.0,796.0,58.0,3774,3774.0,29.43826179120297,14.202437731849496,33.730789613142555,21.091679915209326,1.5368309485956544,110.0,598.0,112.0,1468.0,1115.4,2020-06-16,2020-06-16,2020,6,16,1,0
"RES (Wind, Solar, Biomass & Others)",92.0,5.0,107.0,287.0,0.0,491,491.0,18.73727087576375,1.0183299389002036,21.792260692464357,58.45213849287168,0.0,3774.0,3550.0,623.0,1031.0,1111.0,2020-06-16,2020-06-16,2020,6,16,1,0
Coal,547.0,402.0,988.0,328.0,10.0,2275,2275.0,24.043956043956044,17.67032967032967,43.42857142857143,14.417582417582416,0.43956043956043955,491.0,444.0,2311.0,1292.5714285714287,1109.8,2020-06-16,2020-06-16,2020,6,16,1,0
"Gas, Naptha & Diesel",54.0,0.0,79.0,17.0,29.0,178,179.0,30.337078651685395,0.0,44.38202247191011,9.550561797752808,16.292134831460675,2275.0,169.0,575.0,1293.857142857143,1096.5666666666666,2020-06-16,2020-06-16,2020,6,16,1,0
Nuclear,26.0,0.0,36.0,47.0,0.0,110,109.0,23.636363636363637,0.0,32.72727272727273,42.72727272727273,0.0,178.0,75.0,110.0,1298.857142857143,1096.5666666666666,2020-06-16,2020-06-16,2020,6,16,1,0
Hydro,364.0,130.0,49.0,76.0,19.0,638,638.0,57.05329153605015,20.37617554858934,7.6802507836990594,11.912225705329153,2.978056426332288,110.0,2154.0,83.0,1082.2857142857142,1115.0666666666666,2020-06-16,2020-06-16,2020,6,16,1,0
Lignite,27.0,0.0,14.0,40.0,0.0,82,81.0,32.926829268292686,0.0,17.073170731707318,48.78048780487805,0.0,638.0,110.0,3685.0,1078.2857142857142,994.9666666666667,2020-06-16,2020-06-16,2020,6,16,1,0
Lignite,26.0,0.0,12.0,40.0,0.0,79,78.0,32.91139240506329,0.0,15.18987341772152,50.63291139240506,0.0,82.0,3774.0,430.0,550.4285714285714,983.2666666666667,2020-06-17,2020-06-17,2020,6,17,2,0
Hydro,367.0,128.0,58.0,80.0,19.0,651,652.0,56.374807987711215,19.662058371735792,8.90937019969278,12.288786482334869,2.9185867895545314,79.0,491.0,175.0,573.2857142857143,999.1333333333333,2020-06-17,2020-06-17,2020,6,17,2,0
"Gas, Naptha & Diesel",48.0,0.0,80.0,17.0,28.0,173,173.0,27.74566473988439,0.0,46.24277456647399,9.826589595375722,16.184971098265898,651.0,2275.0,2283.0,273.0,928.8,2020-06-17,2020-06-17,2020,6,17,2,0
Nuclear,26.0,0.0,36.0,47.0,0.0,110,109.0,23.636363636363637,0.0,32.72727272727273,42.72727272727273,0.0,173.0,178.0,83.0,263.2857142857143,929.7,2020-06-17,2020-06-17,2020,6,17,2,0
Total,1136.0,537.0,1271.0,794.0,57.0,3794,3795.0,29.942013705851345,14.15392725355825,33.50026357406431,20.927780706378492,1.5023721665788086,110.0,110.0,585.0,789.5714285714286,1036.6666666666667,2020-06-17,2020-06-17,2020,6,17,2,0
Coal,551.0,404.0,961.0,342.0,10.0,2269,2268.0,24.283825473776993,17.805200528867342,42.35345967386514,15.072719259585721,0.4407227853680035,3794.0,638.0,107.0,1022.5714285714286,1108.7333333333333,2020-06-17,2020-06-17,2020,6,17,2,0
"RES (Wind, Solar, Biomass & Others)",117.0,5.0,123.0,269.0,0.0,513,514.0,22.807017543859647,0.9746588693957114,23.976608187134502,52.436647173489284,0.0,2269.0,82.0,183.0,1084.142857142857,1119.7333333333333,2020-06-17,2020-06-17,2020,6,17,2,0
Hydro,369.0,125.0,52.0,72.0,23.0,640,641.0,57.65625,19.53125,8.125,11.25,3.5937499999999996,513.0,79.0,424.0,1164.2857142857142,1126.9333333333334,2020-06-18,2020-06-18,2020,6,18,3,0
Coal,564.0,413.0,963.0,323.0,10.0,2273,2273.0,24.813022437307524,18.169819621645402,42.36691597008359,14.210294764628244,0.43994720633523976,640.0,651.0,3665.0,1396.0,1080.5333333333333,2020-06-18,2020-06-18,2020,6,18,3,0
Lignite,26.0,0.0,12.0,44.0,0.0,82,82.0,31.70731707317073,0.0,14.634146341463413,53.65853658536586,0.0,2273.0,173.0,2246.0,1383.0,1008.4,2020-06-18,2020-06-18,2020,6,18,3,0
Total,1155.0,542.0,1283.0,771.0,59.0,3810,3810.0,30.314960629921263,14.225721784776905,33.6745406824147,20.236220472440944,1.5485564304461943,82.0,110.0,610.0,1911.5714285714287,1115.0666666666666,2020-06-18,2020-06-18,2020,6,18,3,0
"RES (Wind, Solar, Biomass & Others)",121.0,5.0,137.0,268.0,0.0,531,531.0,22.78719397363465,0.9416195856873822,25.800376647834273,50.470809792843696,0.0,3810.0,3794.0,110.0,1445.4285714285713,1129.1,2020-06-18,2020-06-18,2020,6,18,3,0
"Gas, Naptha & Diesel",49.0,0.0,83.0,16.0,26.0,173,174.0,28.32369942196532,0.0,47.97687861271676,9.248554913294797,15.028901734104046,531.0,2269.0,3633.0,1146.0,1013.7666666666667,2020-06-18,2020-06-18,2020,6,18,3,0
Nuclear,26.0,0.0,36.0,47.0,0.0,109,109.0,23.853211009174313,0.0,33.02752293577982,43.11926605504588,0.0,173.0,513.0,420.0,1088.2857142857142,1003.4,2020-06-18,2020-06-18,2020,6,18,3,0
"Gas, Naptha & Diesel",49.0,0.0,76.0,16.0,25.0,167,166.0,29.34131736526946,0.0,45.50898203592814,9.580838323353294,14.97005988023952,109.0,640.0,76.0,1020.7142857142857,1006.4333333333333,2020-06-19,2020-06-19,2020,6,19,4,0
Lignite,27.0,0.0,12.0,46.0,0.0,85,85.0,31.76470588235294,0.0,14.117647058823529,54.11764705882353,0.0,167.0,2273.0,171.0,708.1428571428571,1003.5666666666667,2020-06-19,2020-06-19,2020,6,19,4,0
Nuclear,26.0,0.0,36.0,47.0,0.0,110,109.0,23.636363636363637,0.0,32.72727272727273,42.72727272727273,0.0,85.0,82.0,598.0,712.1428571428571,987.3,2020-06-19,2020-06-19,2020,6,19,4,0
Coal,560.0,419.0,936.0,340.0,10.0,2264,2265.0,24.73498233215548,18.507067137809187,41.342756183745585,15.01766784452297,0.441696113074205,110.0,3810.0,3550.0,491.2857142857143,944.4333333333333,2020-06-19,2020-06-19,2020,6,19,4,0
Hydro,366.0,129.0,55.0,82.0,27.0,658,659.0,55.62310030395137,19.6048632218845,8.358662613981762,12.462006079027356,4.103343465045593,2264.0,531.0,444.0,509.42857142857144,951.5666666666667,2020-06-19,2020-06-19,2020,6,19,4,0
Total,1150.0,552.0,1288.0,791.0,62.0,3843,3843.0,29.92453812125943,14.363778298204528,33.51548269581057,20.58287795992714,1.6133229247983347,658.0,173.0,169.0,1033.7142857142858,1074.0333333333333,2020-06-19,2020-06-19,2020,6,19,4,0
"RES (Wind, Solar, Biomass & Others)",123.0,5.0,172.0,260.0,0.0,559,560.0,22.003577817531305,0.8944543828264758,30.76923076923077,46.51162790697674,0.0,3843.0,109.0,75.0,1098.0,1090.1666666666667,2020-06-19,2020-06-19,2020,6,19,4,0
Lignite,25.0,0.0,13.0,48.0,0.0,85,86.0,29.411764705882355,0.0,15.294117647058824,56.470588235294116,0.0,559.0,167.0,2154.0,1086.2857142857142,1021.2,2020-06-20,2020-06-20,2020,6,20,5,1
Total,1111.0,552.0,1270.0,802.0,62.0,3796,3797.0,29.267650158061116,14.541622760800843,33.456269757639625,21.12750263435195,1.6332982086406742,85.0,85.0,110.0,1616.4285714285713,1144.0666666666666,2020-06-20,2020-06-20,2020,6,20,5,1
"RES (Wind, Solar, Biomass & Others)",110.0,5.0,163.0,276.0,0.0,554,554.0,19.855595667870034,0.9025270758122743,29.422382671480147,49.81949458483754,0.0,3796.0,110.0,3774.0,1679.857142857143,1036.7333333333333,2020-06-20,2020-06-20,2020,6,20,5,1
